0.107776,-0.0507788,1.86159,0.664782,-0.192573,-0.204798,-0.692126
-0.679984,0.0990503,1.69636,0.554701,-0.123177,-0.27065,-0.777099
-0.629894,-0.217992,1.26865,0.560119,-0.122562,-0.26495,-0.775272
-0.180523,-0.327145,1.41128,-0.243417,0.0502721,0.283315,0.926258
-0.403778,0.0432176,1.36943,-0.146022,0.1133,0.475234,0.860229
-0.136412,-0.363398,1.70147,-0.233262,0.000398235,0.151719,0.960505
-0.00166745,-0.0299495,0.810035,-0.0801113,0.283443,0.824042,0.483939
-0.0396033,0.0554195,1.21179,0.190783,-0.104149,0.639868,0.737105
0.430887,-0.0260321,0.876013,0.0224405,-0.124352,0.83517,0.535279
0.528359,-0.326574,1.69192,0.10391,0.0096491,0.209745,0.972171
0.77148,-0.127352,1.44305,0.531819,-0.0496544,0.492963,0.686798
-0.0719936,-0.116465,1.45748,0.680078,-0.0884939,0.412535,0.599565
-0.0781842,0.0436085,1.64122,0.67813,-0.0895496,0.412947,0.601329
0.205147,-0.105102,1.2574,0.708263,-0.22408,0.667611,0.0494655
0.214531,-0.137524,1.19973,0.678066,-0.214453,0.702562,0.0253708
0.0656298,0.014366,1.51311,0.655252,-0.522356,0.109295,-0.534644
0.81181,-0.0247651,1.32105,-0.441439,0.707601,0.0152663,0.551543
0.449198,-0.0493076,1.79494,-0.408404,0.219631,0.24739,0.850745
0.441433,-0.271012,1.51296,0.66634,-0.288875,-0.161057,-0.668284
0.164581,-0.00733972,1.15366,0.725279,-0.64967,-0.225524,-0.0322222
0.406648,0.285305,1.45751,0.735036,-0.62518,-0.261234,-0.0250836
0.597793,0.145871,1.84722,0.917962,-0.37785,-0.0656342,-0.101331
-0.998122,0.435925,1.51094,0.816324,-0.337608,-0.233608,-0.40628
-1.07211,0.213947,1.68005,0.88589,-0.121971,-0.173196,-0.412704
-0.719511,0.201409,1.78868,0.771049,-0.190004,-0.214684,-0.568589
-0.204121,-0.25228,1.5649,0.835374,-0.221392,-0.151672,-0.479719
-0.21209,-0.0794071,1.78413,0.51712,-0.11845,-0.238513,-0.81343
0.288662,0.0135292,0.979972,-0.395968,0.319588,0.806688,0.300544
0.562181,0.0197959,0.953233,-0.463176,0.295734,0.793232,0.262284
-0.406236,0.13318,0.859438,-0.145307,0.236926,0.861339,0.425261
-0.194521,0.0735075,0.928951,0.110064,-0.396354,0.796371,0.443376
-0.190787,0.226252,1.05551,0.0169338,-0.231773,0.859708,0.454859
-0.263396,-0.102038,1.28656,0.28301,-0.543049,0.615012,0.496753
-0.205815,-0.449627,2.07683,0.471841,-0.123729,0.125615,0.863874
1.43981,-0.376213,1.90758,0.871804,-0.112347,0.168983,0.445848
0.950431,-0.0986538,1.3179,0.54304,-0.725939,0.0173898,0.421684
0.391422,-0.117655,1.40296,0.594333,-0.770194,0.0724775,0.219812
-0.608704,0.0419088,1.245,0.618814,-0.781351,0.075853,-0.0283903
0.286851,0.150638,0.607504,-0.389374,0.895296,-0.103515,-0.190048
-0.00652562,0.18236,0.580849,-0.374246,0.796475,0.437729,0.184285
0.306607,0.149416,0.604066,-0.432431,0.773213,0.457354,0.0772855
-0.103642,0.24616,0.617794,-0.401922,0.777881,0.418043,0.242072
