-0.00309313,0.999786,0.020455,0,0.00440048,0.0204685,-0.999781,0,-0.999986,-0.00300244,-0.00446285,0,-0.194018,0.00265652,-0.202394,1
0.00243577,0.999926,0.0118851,0,-0.00680922,0.0119015,-0.999906,0,-0.999974,0.00235461,0.00683771,0,-0.198178,-0.00173272,-0.19678,1
0.00353108,0.999802,0.0195694,0,-0.00191672,0.0195762,-0.999807,0,-0.999992,0.00349289,0.00198546,0,-0.198729,0.00409208,-0.194071,1
0.00192853,0.999631,0.027079,0,0.00760353,0.0270636,-0.999605,0,-0.999969,0.00213366,-0.00754853,0,-0.193273,0.00351564,-0.200862,1
0.00138317,0.999934,0.011446,0,-0.00469099,0.0114524,-0.999923,0,-0.999988,0.00132937,0.00470652,0,-0.19187,0.000953321,-0.19777,1
-0.00238524,0.999906,0.013481,0,-0.00260012,0.0134748,-0.999906,0,-0.999994,-0.00242006,0.00256774,0,-0.197338,-0.00213759,-0.195281,1
0.000573784,0.99987,0.0160932,0,-0.00165876,0.0160942,-0.999869,0,-0.999998,0.000547014,0.00166778,0,-0.195598,-0.00176598,-0.198278,1
-0.00687546,0.9998,0.0188005,0,-0.00540841,0.0187635,-0.999809,0,-0.999962,-0.00697583,0.00527832,0,-0.19366,-0.00200861,-0.197909,1
-0.00696795,0.999969,0.00371237,0,-0.00479792,0.00367898,-0.999982,0,-0.999964,-0.00698563,0.00477213,0,-0.197852,-0.00377237,-0.196251,1
-0.00558724,0.999887,0.0139771,0,-0.00670524,0.0139396,-0.99988,0,-0.999962,-0.00568029,0.00662659,0,-0.196904,-0.00287589,-0.196157,1
0.00255265,0.999858,0.0166808,0,-0.00659434,0.0166973,-0.999839,0,-0.999975,0.00244224,0.00663602,0,-0.199126,0.00133059,-0.194338,1
-0.0106658,0.999892,0.01011,0,-0.000312571,0.0101072,-0.999949,0,-0.999943,-0.0106684,0.000204736,0,-0.195468,-0.00256451,-0.197623,1
-0.000707812,0.999807,0.0196485,0,0.00474635,0.0196516,-0.999796,0,-0.999988,-0.000614408,-0.00475934,0,-0.197752,-0.00500261,-0.194558,1
-0.00278245,0.999825,0.0184884,0,-0.00555273,0.0184728,-0.999814,0,-0.999981,-0.0028846,0.00550036,0,-0.200749,0.00253953,-0.192764,1
-0.00451211,0.999958,0.00801734,0,0.00700809,0.00804885,-0.999943,0,-0.999965,-0.00445566,-0.00704411,0,-0.19711,-0.0020987,-0.19517,1
-0.00350875,0.999853,0.0167563,0,0.0044785,0.016772,-0.999849,0,-0.999984,-0.00343317,-0.00453669,0,-0.199114,-0.00595453,-0.194054,1
-0.0084287,0.99978,0.0192097,0,-0.00454366,0.0191719,-0.999806,0,-0.999954,-0.00851435,0.00438106,0,-0.201148,0.00110492,-0.194459,1
-0.00254348,0.999789,0.0203602,0,-0.00921659,0.020336,-0.999751,0,-0.999954,-0.0027305,0.00916293,0,-0.20152,0.00180671,-0.193426,1
-0.0109811,0.999789,0.0173402,0,-0.0102446,0.0172278,-0.999799,0,-0.999887,-0.0111566,0.0100532,0,-0.201409,-0.00137311,-0.193289,1
-0.00636798,0.999752,0.0213288,0,-0.00493331,0.0212975,-0.999761,0,-0.999968,-0.00647168,0.00479647,0,-0.19444,0.000677856,-0.1985,1
7.49234e-05,0.99983,0.0184193,0,-0.00102787,0.0184194,-0.99983,0,-0.999999,5.59779e-05,0.00102908,0,-0.186063,0.00747373,-0.20276,1
0.000619274,0.999937,0.0111876,0,-0.00475444,0.0111904,-0.999926,0,-0.999989,0.000566038,0.00476107,0,-0.198915,0.00191793,-0.192946,1
-0.00445754,0.999207,0.0395681,0,-0.0145852,0.0394993,-0.999113,0,-0.999884,-0.0050307,0.0143976,0,-0.193788,-0.00239141,-0.208433,1
-0.00659517,0.999774,0.0202174,0,0.0100567,0.0202831,-0.999744,0,-0.999928,-0.00639016,-0.0101882,0,-0.188756,0.00779255,-0.206653,1
